second,visitors_per_second,unique_computers,data_sent,is_attack
2334,88,53,440000,0
2335,115,49,575000,0
2336,91,42,455000,0
2337,95,59,475000,0
2338,95,57,475000,0
2339,83,58,415000,0
2340,108,45,540000,0
2341,103,57,515000,0
2342,105,48,525000,0
2343,96,41,480000,0
2344,105,50,525000,0
2345,72,54,360000,0
2346,119,40,595000,0
2347,101,41,505000,0
2348,85,55,425000,0
2349,96,52,480000,0
2350,105,53,525000,0
2351,94,56,470000,0
2352,126,52,630000,0
2353,99,48,495000,0
2354,89,42,445000,0
2355,104,45,520000,0
2356,90,43,450000,0
2357,95,42,475000,0
2358,91,55,455000,0
2359,101,54,505000,0
2360,89,56,445000,0
2361,105,58,525000,0
2362,111,54,555000,0
2363,80,53,400000,0
2364,102,42,510000,0
2365,102,43,510000,0
2366,93,51,465000,0
2367,106,56,530000,0
2368,104,41,520000,0
2369,98,44,490000,0
2370,113,50,565000,0
2371,107,48,535000,0
2372,97,43,485000,0
2373,75,55,375000,0
2374,102,54,510000,0
2375,99,52,495000,0
2376,89,58,445000,0
2377,93,56,465000,0
2378,109,46,545000,0
2379,106,45,530000,0
2380,98,52,490000,0
2381,95,53,475000,0
2382,86,53,430000,0
2383,105,41,525000,0
2384,102,59,510000,0
2385,97,58,485000,0
2386,113,59,565000,0
2387,106,54,530000,0
2388,100,44,500000,0
2389,129,56,645000,0
2390,79,59,395000,0
2391,96,44,480000,0
2392,107,50,535000,0
2393,99,59,495000,0
2394,108,44,540000,0
2395,104,53,520000,0
2396,112,40,560000,0
2397,99,58,495000,0
2398,96,47,480000,0
2399,96,51,480000,0
2400,108,43,540000,0
2401,107,55,535000,0
2402,111,55,555000,0
2403,110,59,550000,0
2404,89,57,445000,0
2405,106,42,530000,0
2406,97,54,485000,0
2407,94,51,470000,0
2408,98,52,490000,0
2409,93,59,465000,0
2410,98,57,490000,0
2411,114,41,570000,0
2412,84,42,420000,0
2413,107,42,535000,0
2414,109,41,545000,0
2415,109,56,545000,0
2416,102,52,510000,0
2417,120,51,600000,0
2418,104,49,520000,0
2419,92,46,460000,0
2420,95,58,475000,0
2421,105,59,525000,0
2422,107,54,535000,0
2423,111,41,555000,0
2424,102,40,510000,0
2425,86,50,430000,0
2426,97,53,485000,0
2427,94,57,470000,0
2428,107,50,535000,0
2429,98,45,490000,0
2430,99,54,495000,0
2431,90,45,450000,0
2432,110,50,550000,0
2433,94,57,470000,0
2434,103,46,515000,0
2435,98,40,490000,0
2436,99,57,495000,0
2437,95,47,475000,0
2438,113,49,565000,0
2439,101,45,505000,0
2440,82,56,410000,0
2441,108,49,540000,0
2442,107,49,535000,0
2443,95,47,475000,0
2444,107,47,535000,0
2445,99,52,495000,0
2446,91,51,455000,0
2447,116,50,580000,0
2448,96,52,480000,0
2449,117,48,585000,0
2450,104,43,520000,0
2451,98,56,490000,0
2452,91,56,455000,0
2453,103,58,515000,0
2454,101,54,505000,0
2455,104,46,520000,0
2456,97,53,485000,0
2457,105,47,525000,0
2458,113,55,565000,0
2459,115,53,575000,0
2460,106,53,530000,0
2461,99,51,495000,0
2462,107,51,535000,0
2463,113,53,565000,0
2464,85,54,425000,0
2465,114,45,570000,0
2466,95,43,475000,0
2467,109,40,545000,0
2468,109,40,545000,0
2469,86,52,430000,0
2470,79,42,395000,0
2471,104,49,520000,0
2472,110,43,550000,0
2473,102,54,510000,0
2474,99,59,495000,0
2475,122,54,610000,0
2476,86,45,430000,0
2477,104,48,520000,0
2478,103,47,515000,0
2479,85,50,425000,0
2480,102,56,510000,0
2481,71,46,355000,0
2482,84,42,420000,0
2483,87,54,435000,0
2484,84,49,420000,0
2485,104,45,520000,0
2486,99,57,495000,0
2487,97,58,485000,0
2488,94,51,470000,0
2489,104,49,520000,0
2490,97,43,485000,0
2491,111,46,555000,0
2492,102,42,510000,0
2493,105,50,525000,0
2494,108,51,540000,0
2495,105,45,525000,0
2496,104,53,520000,0
2497,94,51,470000,0
2498,117,47,585000,0
2499,103,44,515000,0
2500,108,43,540000,0
2501,97,46,485000,0
2502,97,53,485000,0
2503,83,59,415000,0
2504,112,59,560000,0
2505,92,45,460000,0
2506,87,40,435000,0
2507,96,56,480000,0
2508,91,59,455000,0
2509,87,43,435000,0
2510,109,57,545000,0
2511,110,47,550000,0
2512,93,46,465000,0
2513,94,44,470000,0
2514,102,51,510000,0
2515,102,49,510000,0
2516,121,46,605000,0
2517,112,54,560000,0
2518,112,43,560000,0
2519,93,52,465000,0
2520,98,46,490000,0
2521,92,44,460000,0
2522,103,58,515000,0
2523,98,49,490000,0
2524,99,51,495000,0
2525,110,45,550000,0
2526,101,41,505000,0
2527,90,42,450000,0
2528,113,56,565000,0
2529,110,57,550000,0
2530,108,52,540000,0
2531,106,56,530000,0
2532,103,49,515000,0
2533,103,54,515000,0
2534,99,44,495000,0
2535,108,46,540000,0
2536,85,58,425000,0
2537,91,57,455000,0
2538,106,59,530000,0
2539,97,44,485000,0
2540,119,41,595000,0
2541,97,56,485000,0
2542,88,58,440000,0
2543,90,48,450000,0
2544,100,53,500000,0
2545,93,59,465000,0
2546,104,53,520000,0
2547,96,52,480000,0
2548,113,50,565000,0
2549,106,43,530000,0
2550,111,43,555000,0
2551,104,55,520000,0
2552,96,48,480000,0
2553,110,52,550000,0
2554,96,40,480000,0
2555,107,55,535000,0
2556,82,47,410000,0
2557,91,41,455000,0
2558,107,55,535000,0
2559,104,58,520000,0
2560,102,57,510000,0
2561,100,45,500000,0
2562,99,42,495000,0
2563,95,56,475000,0
2564,90,57,450000,0
2565,102,52,510000,0
2566,90,46,450000,0
2567,96,54,480000,0
2568,110,41,550000,0
2569,85,50,425000,0
2570,117,55,585000,0
2571,99,48,495000,0
2572,110,59,550000,0
2573,104,45,520000,0
2574,101,40,505000,0
2575,88,46,440000,0
2576,92,55,460000,0
2577,83,56,415000,0
2578,98,44,490000,0
2579,87,41,435000,0
2580,93,43,465000,0
2581,99,42,495000,0
2582,104,49,520000,0
2583,102,41,510000,0
2584,88,52,440000,0
2585,96,40,480000,0
2586,88,50,440000,0
2587,87,51,435000,0
2588,91,55,455000,0
2589,100,49,500000,0
2590,95,50,475000,0
2591,124,51,620000,0
2592,99,40,495000,0
2593,90,55,450000,0
2594,104,49,520000,0
2595,102,55,510000,0
2596,97,41,485000,0
2597,98,42,490000,0
2598,84,58,420000,0
2599,100,43,500000,0
2600,113,42,565000,0
2601,91,45,455000,0
2602,96,56,480000,0
2603,104,42,520000,0
2604,88,41,440000,0
2605,87,49,435000,0
2606,80,44,400000,0
2607,97,48,485000,0
2608,82,57,410000,0
2609,97,57,485000,0
2610,107,47,535000,0
2611,91,49,455000,0
2612,105,57,525000,0
2613,111,51,555000,0
2614,95,54,475000,0
2615,97,59,485000,0
2616,100,44,500000,0
2617,96,49,480000,0
2618,89,50,445000,0
2619,121,41,605000,0
2620,109,43,545000,0
2621,104,45,520000,0
2622,84,59,420000,0
2623,107,50,535000,0
2624,97,54,485000,0
2625,121,44,605000,0
2626,76,56,380000,0
2627,107,40,535000,0
2628,93,43,465000,0
2629,102,40,510000,0
2630,113,41,565000,0
2631,95,55,475000,0
2632,95,40,475000,0
2633,108,43,540000,0
2634,87,59,435000,0
2635,127,53,635000,0
2636,91,41,455000,0
2637,85,44,425000,0
2638,89,53,445000,0
2639,96,50,480000,0
2640,89,49,445000,0
2641,120,49,600000,0
2642,105,58,525000,0
2643,107,51,535000,0
2644,89,50,445000,0
2645,106,51,530000,0
2646,103,53,515000,0
2647,93,46,465000,0
2648,94,54,470000,0
2649,92,46,460000,0
2650,84,56,420000,0
2651,90,45,450000,0
2652,111,52,555000,0
2653,99,46,495000,0
2654,95,44,475000,0
2655,88,57,440000,0
2656,93,58,465000,0
2657,90,48,450000,0
2658,86,47,430000,0
2659,119,42,595000,0
2660,96,56,480000,0
2661,77,45,385000,0
2662,97,53,485000,0
2663,95,52,475000,0
2664,104,46,520000,0
2665,94,40,470000,0
2666,96,41,480000,0
2667,117,54,585000,0
2668,107,48,535000,0
2669,109,47,545000,0
2670,103,56,515000,0
2671,82,43,410000,0
2672,100,47,500000,0
2673,90,54,450000,0
2674,80,49,400000,0
2675,106,56,530000,0
2676,110,56,550000,0
2677,109,53,545000,0
2678,101,59,505000,0
2679,100,40,500000,0
2680,95,58,475000,0
2681,103,46,515000,0
2682,97,56,485000,0
2683,117,58,585000,0
2684,106,54,530000,0
2685,87,40,435000,0
2686,103,55,515000,0
2687,91,44,455000,0
2688,95,59,475000,0
2689,120,45,600000,0
2690,101,41,505000,0
2691,106,40,530000,0
2692,100,53,500000,0
2693,97,50,485000,0
2694,121,46,605000,0
2695,112,49,560000,0
2696,97,55,485000,0
2697,101,44,505000,0
2698,95,54,475000,0
2699,104,42,520000,0
2700,95,55,475000,0
2701,120,45,600000,0
2702,109,42,545000,0
2703,117,49,585000,0
2704,106,44,530000,0
2705,109,59,545000,0
2706,89,58,445000,0
2707,112,44,560000,0
2708,103,52,515000,0
2709,112,51,560000,0
2710,115,47,575000,0
2711,106,52,530000,0
2712,99,40,495000,0
2713,112,40,560000,0
2714,92,52,460000,0
2715,96,53,480000,0
2716,87,58,435000,0
2717,82,55,410000,0
2718,113,45,565000,0
2719,114,59,570000,0
2720,91,51,455000,0
2721,123,43,615000,0
2722,93,44,465000,0
2723,105,50,525000,0
2724,91,52,455000,0
2725,105,44,525000,0
2726,108,51,540000,0
2727,117,46,585000,0
2728,106,45,530000,0
2729,88,54,440000,0
2730,97,54,485000,0
2731,112,56,560000,0
2732,110,56,550000,0
2733,119,52,595000,0
2734,104,56,520000,0
2735,88,40,440000,0
2736,102,58,510000,0
2737,111,51,555000,0
2738,116,50,580000,0
2739,85,47,425000,0
2740,96,53,480000,0
2741,106,58,530000,0
2742,75,44,375000,0
2743,81,40,405000,0
2744,98,51,490000,0
2745,100,46,500000,0
2746,103,50,515000,0
2747,108,40,540000,0
2748,101,59,505000,0
2749,76,59,380000,0
2750,96,46,480000,0
2751,98,56,490000,0
2752,111,52,555000,0
2753,92,51,460000,0
2754,96,58,480000,0
2755,112,42,560000,0
2756,95,45,475000,0
2757,97,59,485000,0
2758,83,52,415000,0
2759,107,42,535000,0
2760,82,50,410000,0
2761,87,50,435000,0
2762,111,46,555000,0
2763,117,50,585000,0
2764,123,45,615000,0
2765,101,55,505000,0
2766,96,47,480000,0
2767,89,43,445000,0
2768,112,57,560000,0
2769,88,50,440000,0
2770,83,52,415000,0
2771,90,41,450000,0
2772,90,45,450000,0
2773,106,42,530000,0
2774,100,50,500000,0
2775,88,51,440000,0
2776,88,44,440000,0
2777,90,48,450000,0
2778,99,48,495000,0
2779,104,54,520000,0
2780,86,59,430000,0
2781,81,55,405000,0
2782,102,43,510000,0
2783,94,54,470000,0
2784,89,55,445000,0
2785,117,59,585000,0
2786,102,55,510000,0
2787,129,52,645000,0
2788,83,50,415000,0
2789,87,40,435000,0
2790,101,50,505000,0
2791,119,48,595000,0
2792,90,52,450000,0
2793,88,47,440000,0
2794,101,54,505000,0
2795,117,47,585000,0
2796,105,52,525000,0
2797,95,54,475000,0
2798,101,54,505000,0
2799,98,42,490000,0
2800,103,41,515000,0
2801,104,59,520000,0
2802,99,44,495000,0
2803,105,53,525000,0
2804,93,51,465000,0
2805,93,47,465000,0
2806,96,59,480000,0
2807,95,40,475000,0
2808,93,48,465000,0
2809,84,50,420000,0
2810,85,51,425000,0
2811,111,44,555000,0
2812,111,43,555000,0
2813,106,45,530000,0
2814,85,54,425000,0
2815,103,43,515000,0
2816,81,53,405000,0
2817,104,53,520000,0
2818,99,56,495000,0
2819,86,44,430000,0
2820,116,51,580000,0
2821,93,49,465000,0
2822,92,52,460000,0
2823,126,43,630000,0
2824,116,44,580000,0
2825,85,56,425000,0
2826,94,58,470000,0
2827,87,57,435000,0
2828,100,50,500000,0
2829,99,59,495000,0
2830,109,55,545000,0
2831,105,53,525000,0
2832,100,53,500000,0
2833,98,45,490000,0
2834,99,54,495000,0
2835,100,57,500000,0
2836,91,42,455000,0
2837,97,59,485000,0
2838,90,56,450000,0
2839,81,55,405000,0
2840,101,57,505000,0
2841,124,44,620000,0
2842,114,58,570000,0
2843,107,54,535000,0
2844,103,57,515000,0
2845,97,45,485000,0
2846,82,52,410000,0
2847,91,51,455000,0
2848,91,53,455000,0
2849,96,53,480000,0
2850,94,47,470000,0
2851,101,58,505000,0
2852,103,53,515000,0
2853,102,55,510000,0
2854,101,55,505000,0
2855,70,57,350000,0
2856,102,41,510000,0
2857,86,53,430000,0
2858,97,43,485000,0
2859,117,56,585000,0
2860,104,51,520000,0
2861,89,42,445000,0
2862,93,41,465000,0
2863,106,42,530000,0
2864,97,57,485000,0
2865,110,43,550000,0
2866,107,58,535000,0
2867,108,54,540000,0
2868,88,53,440000,0
2869,91,44,455000,0
2870,102,43,510000,0
2871,111,50,555000,0
2872,97,47,485000,0
2873,93,56,465000,0
2874,108,42,540000,0
2875,91,50,455000,0
2876,99,56,495000,0
2877,96,49,480000,0
2878,93,54,465000,0
2879,112,51,560000,0
2880,107,46,535000,0
2881,105,52,525000,0
2882,110,52,550000,0
2883,111,42,555000,0
2884,88,51,440000,0
2885,81,57,405000,0
2886,94,55,470000,0
2887,121,43,605000,0
2888,93,55,465000,0
2889,89,44,445000,0
2890,97,49,485000,0
2891,91,40,455000,0
2892,87,53,435000,0
2893,86,49,430000,0
2894,110,45,550000,0
2895,98,45,490000,0
2896,81,40,405000,0
2897,87,54,435000,0
2898,109,46,545000,0
2899,98,48,490000,0
2900,103,52,515000,0
2901,84,49,420000,0
2902,86,45,430000,0
2903,110,50,550000,0
2904,96,40,480000,0
2905,99,43,495000,0
2906,76,52,380000,0
2907,100,45,500000,0
2908,101,47,505000,0
2909,123,46,615000,0
2910,96,55,480000,0
2911,116,44,580000,0
2912,116,57,580000,0
2913,89,58,445000,0
2914,102,44,510000,0
2915,92,40,460000,0
2916,101,52,505000,0
2917,112,55,560000,0
2918,111,40,555000,0
2919,110,50,550000,0
2920,98,42,490000,0
2921,92,51,460000,0
2922,99,43,495000,0
2923,99,59,495000,0
2924,88,44,440000,0
2925,96,46,480000,0
2926,106,57,530000,0
2927,100,45,500000,0
2928,90,52,450000,0
2929,104,52,520000,0
2930,102,48,510000,0
2931,101,40,505000,0
2932,104,45,520000,0
2933,109,54,545000,0
2934,78,48,390000,0
2935,111,53,555000,0
2936,109,41,545000,0
2937,99,47,495000,0
2938,105,43,525000,0
2939,101,44,505000,0
2940,107,44,535000,0
2941,118,47,590000,0
2942,97,47,485000,0
2943,96,57,480000,0
2944,91,56,455000,0
2945,76,49,380000,0
2946,105,54,525000,0
2947,94,52,470000,0
2948,109,45,545000,0
2949,102,55,510000,0
2950,103,49,515000,0
2951,90,42,450000,0
2952,107,57,535000,0
2953,92,52,460000,0
2954,104,46,520000,0
2955,99,40,495000,0
2956,89,41,445000,0
2957,107,51,535000,0
2958,93,57,465000,0
2959,101,54,505000,0
2960,106,43,530000,0
2961,107,53,535000,0
2962,102,42,510000,0
2963,90,56,450000,0
2964,89,41,445000,0
2965,96,49,480000,0
2966,95,52,475000,0
2967,85,42,425000,0
2968,92,49,460000,0
2969,99,50,495000,0
2970,108,42,540000,0
2971,105,44,525000,0
2972,106,48,530000,0
2973,95,55,475000,0
2974,94,54,470000,0
2975,100,51,500000,0
2976,92,46,460000,0
2977,101,53,505000,0
2978,110,51,550000,0
2979,110,54,550000,0
2980,92,42,460000,0
2981,87,52,435000,0
2982,106,51,530000,0
2983,102,47,510000,0
2984,94,43,470000,0
2985,98,58,490000,0
2986,86,43,430000,0
2987,96,40,480000,0
2988,100,40,500000,0
2989,101,52,505000,0
2990,88,45,440000,0
2991,103,41,515000,0
2992,98,59,490000,0
2993,98,54,490000,0
2994,78,44,390000,0
2995,99,44,495000,0
2996,103,50,515000,0
2997,102,50,510000,0
2998,112,45,560000,0
2999,118,47,590000,0
3000,100,57,500000,0
3001,103,43,515000,0
3002,104,42,520000,0
3003,96,43,480000,0
3004,94,54,470000,0
3005,103,41,515000,0
3006,99,49,495000,0
3007,99,58,495000,0
3008,108,55,540000,0
3009,94,45,470000,0
3010,108,59,540000,0
3011,80,41,400000,0
3012,117,59,585000,0
3013,98,59,490000,0
3014,108,44,540000,0
3015,119,46,595000,0
3016,102,48,510000,0
3017,113,57,565000,0
3018,116,46,580000,0
3019,98,40,490000,0
3020,99,56,495000,0
3021,112,56,560000,0
3022,106,45,530000,0
3023,114,45,570000,0
3024,98,57,490000,0
3025,99,43,495000,0
3026,105,55,525000,0
3027,103,59,515000,0
3028,98,46,490000,0
3029,116,56,580000,0
3030,99,43,495000,0
3031,100,58,500000,0
3032,110,45,550000,0
3033,92,57,460000,0
3034,84,42,420000,0
3035,99,56,495000,0
3036,107,55,535000,0
3037,104,52,520000,0
3038,93,58,465000,0
3039,93,48,465000,0
3040,116,51,580000,0
3041,79,49,395000,0
3042,102,58,510000,0
3043,95,50,475000,0
3044,103,53,515000,0
3045,95,58,475000,0
3046,99,54,495000,0
3047,105,50,525000,0
3048,108,58,540000,0
3049,95,46,475000,0
3050,105,45,525000,0
3051,88,58,440000,0
3052,116,54,580000,0
3053,106,50,530000,0
3054,82,49,410000,0
3055,91,46,455000,0
3056,91,54,455000,0
3057,92,55,460000,0
3058,88,46,440000,0
3059,99,59,495000,0
3060,108,56,540000,0
3061,111,44,555000,0
3062,108,52,540000,0
3063,111,47,555000,0
3064,110,44,550000,0
3065,100,48,500000,0
3066,104,42,520000,0
3067,85,42,425000,0
3068,104,58,520000,0
3069,108,51,540000,0
3070,108,41,540000,0
3071,110,56,550000,0
3072,101,53,505000,0
3073,96,44,480000,0
3074,84,41,420000,0
3075,96,51,480000,0
3076,99,54,495000,0
3077,105,43,525000,0
3078,102,50,510000,0
3079,92,54,460000,0
3080,112,59,560000,0
3081,95,55,475000,0
3082,107,53,535000,0
3083,106,45,530000,0
3084,127,49,635000,0
3085,80,43,400000,0
3086,108,43,540000,0
3087,91,55,455000,0
3088,81,41,405000,0
3089,117,49,585000,0
3090,93,57,465000,0
3091,110,54,550000,0
3092,113,53,565000,0
3093,93,56,465000,0
3094,115,55,575000,0
3095,107,50,535000,0
3096,102,47,510000,0
3097,106,55,530000,0
3098,96,56,480000,0
3099,104,42,520000,0
3100,95,57,475000,0
3101,78,56,390000,0
3102,107,41,535000,0
3103,96,56,480000,0
3104,95,42,475000,0
3105,102,43,510000,0
3106,90,41,450000,0
3107,90,49,450000,0
3108,112,46,560000,0
3109,94,51,470000,0
3110,116,51,580000,0
3111,91,45,455000,0
3112,99,49,495000,0
3113,108,41,540000,0
3114,93,44,465000,0
3115,91,59,455000,0
3116,91,43,455000,0
3117,107,58,535000,0
3118,94,40,470000,0
3119,96,42,480000,0
3120,89,42,445000,0
3121,106,58,530000,0
3122,89,43,445000,0
3123,122,43,610000,0
3124,111,45,555000,0
3125,104,43,520000,0
3126,88,42,440000,0
3127,86,46,430000,0
3128,99,57,495000,0
3129,113,44,565000,0
3130,97,53,485000,0
3131,86,52,430000,0
3132,97,50,485000,0
3133,105,54,525000,0
3134,97,52,485000,0
3135,99,57,495000,0
3136,93,46,465000,0
3137,111,40,555000,0
3138,94,54,470000,0
3139,109,56,545000,0
3140,111,51,555000,0
3141,105,53,525000,0
3142,102,47,510000,0
3143,109,43,545000,0
3144,119,51,595000,0
3145,102,49,510000,0
3146,94,55,470000,0
3147,100,44,500000,0
3148,88,46,440000,0
3149,99,55,495000,0
3150,119,48,595000,0
3151,103,49,515000,0
3152,95,52,475000,0
3153,94,58,470000,0
3154,105,47,525000,0
3155,91,58,455000,0
3156,102,45,510000,0
3157,99,43,495000,0
3158,106,53,530000,0
3159,96,42,480000,0
3160,114,53,570000,0
3161,120,44,600000,0
3162,102,48,510000,0
3163,107,43,535000,0
3164,89,53,445000,0
3165,79,55,395000,0
3166,102,57,510000,0
3167,88,54,440000,0
3168,96,42,480000,0
3169,112,56,560000,0
3170,87,40,435000,0
3171,94,48,470000,0
3172,104,52,520000,0
3173,88,52,440000,0
3174,109,52,545000,0
3175,85,58,425000,0
3176,107,52,535000,0
3177,87,54,435000,0
3178,96,45,480000,0
3179,98,45,490000,0
3180,95,51,475000,0
3181,103,49,515000,0
3182,113,48,565000,0
3183,116,40,580000,0
3184,105,40,525000,0
3185,109,44,545000,0
3186,120,40,600000,0
3187,90,59,450000,0
3188,106,58,530000,0
3189,104,54,520000,0
3190,108,51,540000,0
3191,91,44,455000,0
3192,96,40,480000,0
3193,96,58,480000,0
3194,106,45,530000,0
3195,97,52,485000,0
3196,105,57,525000,0
3197,105,54,525000,0
3198,93,42,465000,0
3199,99,46,495000,0
3200,94,45,470000,0
3201,103,47,515000,0
3202,123,43,615000,0
3203,97,57,485000,0
3204,98,41,490000,0
3205,69,49,345000,0
3206,103,53,515000,0
3207,102,44,510000,0
3208,103,49,515000,0
3209,84,58,420000,0
3210,105,57,525000,0
3211,101,47,505000,0
3212,106,51,530000,0
3213,91,49,455000,0
3214,89,41,445000,0
3215,113,51,565000,0
3216,95,55,475000,0
3217,94,41,470000,0
3218,116,48,580000,0
3219,89,56,445000,0
3220,96,51,480000,0
3221,85,50,425000,0
3222,97,56,485000,0
3223,96,52,480000,0
3224,106,59,530000,0
3225,106,51,530000,0
3226,95,53,475000,0
3227,80,51,400000,0
3228,108,40,540000,0
3229,98,42,490000,0
3230,97,48,485000,0
3231,94,57,470000,0
3232,89,58,445000,0
3233,108,58,540000,0
3234,93,45,465000,0
3235,101,49,505000,0
3236,108,56,540000,0
3237,100,44,500000,0
3238,108,57,540000,0
3239,98,57,490000,0
3240,106,56,530000,0
3241,108,45,540000,0
3242,101,51,505000,0
3243,94,48,470000,0
3244,96,51,480000,0
3245,94,44,470000,0
3246,105,49,525000,0
3247,92,45,460000,0
3248,105,43,525000,0
3249,112,51,560000,0
3250,105,50,525000,0
3251,101,51,505000,0
3252,96,45,480000,0
3253,98,47,490000,0
3254,94,45,470000,0
3255,104,57,520000,0
3256,98,47,490000,0
3257,112,49,560000,0
3258,108,47,540000,0
3259,98,56,490000,0
3260,102,53,510000,0
3261,114,44,570000,0
3262,105,43,525000,0
3263,115,55,575000,0
3264,118,52,590000,0
3265,108,44,540000,0
3266,101,44,505000,0
3267,96,52,480000,0
3268,114,42,570000,0
3269,96,49,480000,0
3270,81,52,405000,0
3271,96,56,480000,0
3272,105,53,525000,0
3273,106,53,530000,0
3274,98,55,490000,0
3275,110,42,550000,0
3276,113,59,565000,0
3277,103,55,515000,0
3278,91,48,455000,0
3279,98,47,490000,0
3280,108,45,540000,0
3281,72,55,360000,0
3282,101,45,505000,0
3283,97,45,485000,0
3284,104,41,520000,0
3285,87,45,435000,0
3286,108,48,540000,0
3287,100,40,500000,0
3288,94,43,470000,0
3289,112,42,560000,0
3290,101,54,505000,0
3291,99,51,495000,0
3292,95,50,475000,0
3293,103,54,515000,0
3294,95,52,475000,0
3295,105,51,525000,0
3296,99,48,495000,0
3297,99,43,495000,0
3298,101,48,505000,0
3299,80,56,400000,0
3300,94,40,470000,0
3301,89,47,445000,0
3302,101,59,505000,0
3303,99,51,495000,0
3304,100,56,500000,0
3305,100,43,500000,0
3306,92,55,460000,0
3307,96,52,480000,0
3308,98,48,490000,0
3309,107,53,535000,0
3310,94,55,470000,0
3311,98,51,490000,0
3312,102,48,510000,0
3313,113,41,565000,0
3314,124,46,620000,0
3315,74,50,370000,0
3316,116,55,580000,0
3317,91,57,455000,0
3318,104,47,520000,0
3319,111,54,555000,0
3320,116,51,580000,0
3321,107,54,535000,0
3322,103,56,515000,0
3323,95,59,475000,0
3324,102,58,510000,0
3325,88,58,440000,0
3326,112,47,560000,0
3327,97,54,485000,0
3328,98,48,490000,0
3329,104,57,520000,0
3330,109,56,545000,0
3331,95,49,475000,0
3332,120,40,600000,0
3333,104,44,520000,0
3334,104,54,520000,0
3335,95,44,475000,0
3336,81,52,405000,0
3337,113,42,565000,0
3338,105,53,525000,0
3339,96,50,480000,0
3340,108,51,540000,0
3341,121,52,605000,0
3342,104,47,520000,0
3343,92,51,460000,0
3344,107,45,535000,0
3345,113,41,565000,0
3346,102,49,510000,0
3347,95,55,475000,0
3348,106,56,530000,0
3349,107,45,535000,0
3350,93,41,465000,0
3351,93,50,465000,0
3352,114,47,570000,0
3353,112,42,560000,0
3354,85,42,425000,0
3355,107,49,535000,0
3356,86,44,430000,0
3357,103,49,515000,0
3358,114,43,570000,0
3359,84,51,420000,0
3360,98,40,490000,0
3361,98,46,490000,0
3362,113,57,565000,0
3363,89,50,445000,0
3364,110,44,550000,0
3365,97,45,485000,0
3366,97,45,485000,0
3367,123,42,615000,0
3368,108,59,540000,0
3369,102,57,510000,0
3370,95,45,475000,0
3371,109,42,545000,0
3372,99,52,495000,0
3373,107,53,535000,0
3374,103,48,515000,0
3375,107,42,535000,0
3376,92,40,460000,0
3377,108,53,540000,0
3378,107,42,535000,0
3379,102,59,510000,0
3380,97,57,485000,0
3381,101,52,505000,0
3382,98,48,490000,0
3383,106,48,530000,0
3384,103,47,515000,0
3385,106,50,530000,0
3386,92,51,460000,0
3387,108,55,540000,0
3388,110,46,550000,0
3389,115,47,575000,0
3390,93,44,465000,0
3391,90,45,450000,0
3392,108,45,540000,0
3393,119,44,595000,0
3394,106,54,530000,0
3395,100,41,500000,0
3396,94,50,470000,0
3397,66,41,330000,0
3398,95,43,475000,0
3399,93,51,465000,0
3400,102,46,510000,0
3401,92,48,460000,0
3402,109,44,545000,0
3403,101,57,505000,0
3404,103,59,515000,0
3405,88,56,440000,0
3406,119,52,595000,0
3407,86,56,430000,0
3408,97,40,485000,0
3409,89,41,445000,0
3410,108,55,540000,0
3411,90,56,450000,0
3412,98,42,490000,0
3413,108,59,540000,0
3414,104,56,520000,0
3415,98,45,490000,0
3416,99,58,495000,0
3417,106,46,530000,0
3418,97,53,485000,0
3419,88,57,440000,0
3420,94,59,470000,0
3421,107,45,535000,0
3422,91,48,455000,0
3423,99,45,495000,0
3424,114,55,570000,0
3425,103,45,515000,0
3426,83,43,415000,0
3427,92,47,460000,0
3428,102,52,510000,0
3429,85,42,425000,0
3430,120,58,600000,0
3431,105,54,525000,0
3432,96,47,480000,0
3433,90,55,450000,0
3434,74,48,370000,0
3435,114,48,570000,0
3436,95,40,475000,0
3437,88,58,440000,0
3438,111,40,555000,0
3439,129,57,645000,0
3440,87,43,435000,0
3441,100,54,500000,0
3442,95,54,475000,0
3443,112,46,560000,0
3444,76,58,380000,0
3445,114,50,570000,0
3446,112,43,560000,0
3447,129,50,645000,0
3448,107,49,535000,0
3449,100,41,500000,0
3450,89,50,445000,0
3451,102,43,510000,0
3452,106,46,530000,0
3453,101,48,505000,0
3454,101,59,505000,0
3455,84,46,420000,0
3456,84,48,420000,0
3457,91,55,455000,0
3458,104,43,520000,0
3459,110,46,550000,0
3460,94,53,470000,0
3461,103,47,515000,0
3462,76,51,380000,0
3463,101,46,505000,0
3464,117,48,585000,0
3465,84,43,420000,0
3466,117,42,585000,0
3467,93,50,465000,0
3468,101,47,505000,0
3469,109,57,545000,0
3470,100,43,500000,0
3471,87,55,435000,0
3472,78,54,390000,0
3473,98,46,490000,0
3474,113,41,565000,0
3475,138,49,690000,0
3476,95,55,475000,0
3477,101,41,505000,0
3478,81,40,405000,0
3479,104,47,520000,0
3480,82,53,410000,0
3481,89,46,445000,0
3482,75,53,375000,0
3483,102,40,510000,0
3484,111,57,555000,0
3485,98,41,490000,0
3486,113,46,565000,0
3487,105,45,525000,0
3488,110,54,550000,0
3489,98,49,490000,0
3490,93,45,465000,0
3491,99,45,495000,0
3492,83,48,415000,0
3493,92,49,460000,0
3494,109,42,545000,0
3495,104,43,520000,0
3496,113,51,565000,0
3497,95,47,475000,0
